year,month,state,unemployment
2007,Apr,Oklahoma,3.9
2007,Apr,Oregon,5.1
2007,Apr,Pennsylvania,3.9
2007,Apr,Rhode Island,4.7
2007,Apr,South Carolina,5.2
2007,Apr,South Dakota,2.9
2007,Apr,Tennessee,4
2007,Apr,Texas,4
2007,Apr,Utah,2.2
2007,Apr,Vermont,4.4
2007,Apr,Virginia,2.7
2007,Apr,Washington,4.5
2007,Apr,West Virginia,4.6
2007,Apr,Wisconsin,5.2
2007,Apr,Wyoming,3
2007,May,Alabama,3.3
2007,May,Alaska,6.2
2007,May,Arizona,3.4
2007,May,Arkansas,5.3
2007,May,California,4.8
2007,May,Colorado,3.3
2007,May,Connecticut,4.2
2007,May,Delaware,3
2007,May,District of Columbia,5.1
2007,May,Florida,3.5
2007,May,Georgia,4.1
2007,May,Hawaii,2.5
2007,May,Idaho,2.2
2007,May,Illinois,4.5
2007,May,Indiana,4.2
2007,May,Iowa,3.3
2007,May,Kansas,4.1
2007,May,Kentucky,5.2
2007,May,Louisiana,4.2
2007,May,Maine,4.6
2007,May,Maryland,3.3
2007,May,Massachusetts,4.4
2007,May,Michigan,6.7
2007,May,Minnesota,4.1
2007,May,Mississippi,6
2007,May,Missouri,4.6
2007,May,Montana,2.9
2007,May,Nebraska,3
2007,May,Nevada,4.1
2007,May,New Hampshire,3.4
2007,May,New Jersey,4.1
2007,May,New Mexico,3.6
2007,May,New York,4.2
2007,May,North Carolina,4.6
2007,May,North Dakota,2.7
2007,May,Ohio,5.2
2007,May,Oklahoma,4.3
2007,May,Oregon,4.7
2007,May,Pennsylvania,4.2
2007,May,Rhode Island,4.7
2007,May,South Carolina,5.1
2007,May,South Dakota,2.7
2007,May,Tennessee,4
2007,May,Texas,4
2007,May,Utah,2.3
2007,May,Vermont,3.7
2007,May,Virginia,2.8
2007,May,Washington,4.5
2007,May,West Virginia,4.4
2007,May,Wisconsin,4.7
2007,May,Wyoming,2.8
2007,Jun,Alabama,4.2
2007,Jun,Alaska,6.4
2007,Jun,Arizona,3.8
2007,Jun,Arkansas,5.6
2007,Jun,California,5.3
2007,Jun,Colorado,3.8
2007,Jun,Connecticut,4.5
2007,Jun,Delaware,3.6
2007,Jun,District of Columbia,5.8
2007,Jun,Florida,4.1
2007,Jun,Georgia,4.7
2007,Jun,Hawaii,3.3
2007,Jun,Idaho,2.4
2007,Jun,Illinois,5.2
2007,Jun,Indiana,4.5
2007,Jun,Iowa,3.6
2007,Jun,Kansas,4.4
2007,Jun,Kentucky,5.4
2007,Jun,Louisiana,5.1
2007,Jun,Maine,4.4
2007,Jun,Maryland,3.7
2007,Jun,Massachusetts,4.8
2007,Jun,Michigan,7.2
2007,Jun,Minnesota,4.6
2007,Jun,Mississippi,6.7
2007,Jun,Missouri,5.2
2007,Jun,Montana,3.6
2007,Jun,Nebraska,3.3
2007,Jun,Nevada,4.5
2007,Jun,New Hampshire,3.5
2007,Jun,New Jersey,4.2
2007,Jun,New Mexico,4.4
2007,Jun,New York,4.5
2007,Jun,North Carolina,4.9
2007,Jun,North Dakota,3.4
2007,Jun,Ohio,5.8
2007,Jun,Oklahoma,4.6
2007,Jun,Oregon,5
2007,Jun,Pennsylvania,4.5
2007,Jun,Rhode Island,4.8
2007,Jun,South Carolina,5.9
2007,Jun,South Dakota,2.7
2007,Jun,Tennessee,4.5
2007,Jun,Texas,4.6
2007,Jun,Utah,2.9
2007,Jun,Vermont,3.9
2007,Jun,Virginia,3.1
2007,Jun,Washington,4.5
2007,Jun,West Virginia,4.6
2007,Jun,Wisconsin,5.1
2007,Jun,Wyoming,3
2007,Jul,Alabama,4.4
2007,Jul,Alaska,5.6
2007,Jul,Arizona,4
2007,Jul,Arkansas,5.9
2007,Jul,California,5.7
2007,Jul,Colorado,3.7
2007,Jul,Connecticut,4.8
2007,Jul,Delaware,3.4
2007,Jul,District of Columbia,5.7
2007,Jul,Florida,4.4
2007,Jul,Georgia,5
2007,Jul,Hawaii,2.9
2007,Jul,Idaho,2.5
2007,Jul,Illinois,5.3
2007,Jul,Indiana,4.6
2007,Jul,Iowa,3.3
2007,Jul,Kansas,4.6
2007,Jul,Kentucky,5.5
2007,Jul,Louisiana,4.7
2007,Jul,Maine,4.5
2007,Jul,Maryland,3.7
2007,Jul,Massachusetts,4.7
2007,Jul,Michigan,8
2007,Jul,Minnesota,4.4
2007,Jul,Mississippi,6.7
2007,Jul,Missouri,5.5
2007,Jul,Montana,3.4
2007,Jul,Nebraska,3.3
2007,Jul,Nevada,4.6
2007,Jul,New Hampshire,3.3
2007,Jul,New Jersey,4.7
2007,Jul,New Mexico,4.2
2007,Jul,New York,4.9
2007,Jul,North Carolina,5.1
2007,Jul,North Dakota,2.9
2007,Jul,Ohio,5.8
2007,Jul,Oklahoma,4.2
2007,Jul,Oregon,5.1
2007,Jul,Pennsylvania,4.7
2007,Jul,Rhode Island,5.5
2007,Jul,South Carolina,5.8
2007,Jul,South Dakota,2.6
2007,Jul,Tennessee,4.6
2007,Jul,Texas,4.7
2007,Jul,Utah,2.8
2007,Jul,Vermont,3.8
2007,Jul,Virginia,3.1
2007,Jul,Washington,4.6
2007,Jul,West Virginia,4.5
2007,Jul,Wisconsin,4.9
2007,Jul,Wyoming,2.7
2007,Aug,Alabama,4.3
2007,Aug,Alaska,5.4
2007,Aug,Arizona,4.1
2007,Aug,Arkansas,5.2
2007,Aug,California,5.4
2007,Aug,Colorado,3.6
2007,Aug,Connecticut,4.6
2007,Aug,Delaware,3.2
2007,Aug,District of Columbia,5.5
2007,Aug,Florida,4.5
2007,Aug,Georgia,4.6
2007,Aug,Hawaii,2.8
2007,Aug,Idaho,2.6
2007,Aug,Illinois,5.1
2007,Aug,Indiana,4.4
2007,Aug,Iowa,3.4
2007,Aug,Kansas,4.3
2007,Aug,Kentucky,5
2007,Aug,Louisiana,4.4
2007,Aug,Maine,4
2007,Aug,Maryland,3.4
2007,Aug,Massachusetts,4.3
2007,Aug,Michigan,6.9
2007,Aug,Minnesota,4.3
2007,Aug,Mississippi,5.6
2007,Aug,Missouri,5.4
2007,Aug,Montana,3.4
2007,Aug,Nebraska,2.9
2007,Aug,Nevada,4.5
2007,Aug,New Hampshire,3.3
2007,Aug,New Jersey,4.1
2007,Aug,New Mexico,3.7
2007,Aug,New York,4.5
2007,Aug,North Carolina,4.7
2007,Aug,North Dakota,2.8
2007,Aug,Ohio,5.4
2007,Aug,Oklahoma,3.9
2007,Aug,Oregon,5
2007,Aug,Pennsylvania,4.5
2007,Aug,Rhode Island,5.4
2007,Aug,South Carolina,5.7
2007,Aug,South Dakota,2.6
2007,Aug,Tennessee,4.6
2007,Aug,Texas,4.3
2007,Aug,Utah,2.8
2007,Aug,Vermont,3.7
2007,Aug,Virginia,3.1
2007,Aug,Washington,4.5
2007,Aug,West Virginia,4.6
2007,Aug,Wisconsin,4.7
2007,Aug,Wyoming,2.5
2007,Oct,Alabama,3.8
2007,Oct,Alaska,5.8
2007,Oct,Arizona,3.9
2007,Oct,Arkansas,4.7
2007,Oct,California,5.4
2007,Oct,Colorado,3.5
2007,Oct,Connecticut,4.4
2007,Oct,Delaware,3.4
2007,Oct,District of Columbia,5.6
2007,Oct,Florida,4.4
2007,Oct,Georgia,4.7
2007,Oct,Hawaii,2.9
2007,Oct,Idaho,2.5
2007,Oct,Illinois,4.8
2007,Oct,Indiana,4
2007,Oct,Iowa,3.3
2007,Oct,Kansas,4.1
2007,Oct,Kentucky,4.8
2007,Oct,Louisiana,3.8
2007,Oct,Maine,4.3
2007,Oct,Maryland,3.3
2007,Oct,Massachusetts,4
2007,Oct,Michigan,6.7
2007,Oct,Minnesota,4
2007,Oct,Mississippi,5.7
2007,Oct,Missouri,5
2007,Oct,Montana,3.6
2007,Oct,Nebraska,2.8
2007,Oct,Nevada,4.5
2007,Oct,New Hampshire,3
2007,Oct,New Jersey,3.9
2007,Oct,New Mexico,3.5
2007,Oct,New York,4.4
2007,Oct,North Carolina,4.5
2007,Oct,North Dakota,2.3
2007,Oct,Ohio,5.2
2007,Oct,Oklahoma,3.8
2007,Oct,Oregon,4.8
2007,Oct,Pennsylvania,4.1
2007,Oct,Rhode Island,5
2007,Oct,South Carolina,5.6
2007,Oct,South Dakota,2.4
2007,Oct,Tennessee,4.8
2007,Oct,Texas,4
2007,Oct,Utah,2.5
2007,Oct,Vermont,3.4
2007,Oct,Virginia,2.9
2007,Oct,Washington,4.2
2007,Oct,West Virginia,4
2007,Oct,Wisconsin,4.1
2007,Oct,Wyoming,2.4
2007,Nov,Alabama,3.9
2007,Nov,Alaska,6.3
2007,Nov,Arizona,4
2007,Nov,Arkansas,4.8
2007,Nov,California,5.6
2007,Nov,Colorado,3.8
2007,Nov,Connecticut,4.5
2007,Nov,Delaware,3.2
2007,Nov,District of Columbia,5.6
2007,Nov,Florida,4.4
2007,Nov,Georgia,4.6
2007,Nov,Hawaii,3.1
2007,Nov,Idaho,3
2007,Nov,Illinois,4.8
2007,Nov,Indiana,4.3
2007,Nov,Iowa,3.3
2007,Nov,Kansas,4
2007,Nov,Kentucky,4.7
2007,Nov,Louisiana,3.7
2007,Nov,Maine,4.6
2007,Nov,Maryland,3.1
2007,Nov,Massachusetts,4.1
2007,Nov,Michigan,6.5
2007,Nov,Minnesota,4
2007,Nov,Mississippi,5.3
2007,Nov,Missouri,5
2007,Nov,Montana,3.9
2007,Nov,Nebraska,2.9
2007,Nov,Nevada,4.6
2007,Nov,New Hampshire,3.2
2007,Nov,New Jersey,4
2007,Nov,New Mexico,3.5
2007,Nov,New York,4.4
2007,Nov,North Carolina,4.6
2007,Nov,North Dakota,2.6
2007,Nov,Ohio,5.1
2007,Nov,Oklahoma,3.6
2007,Nov,Oregon,4.9
2007,Nov,Pennsylvania,4.1
2007,Nov,Rhode Island,5.2
2007,Nov,South Carolina,5.4
2007,Nov,South Dakota,2.5
2007,Nov,Tennessee,5
2007,Nov,Texas,4.1
2007,Nov,Utah,2.3
2007,Nov,Vermont,3.8
2007,Nov,Virginia,3
2007,Nov,Washington,4.6
2007,Nov,West Virginia,4
2007,Nov,Wisconsin,4.2
2007,Nov,Wyoming,2.6
2007,Dec,Alabama,4.3
2007,Dec,Alaska,6.5
2007,Dec,Arizona,4.2
2007,Dec,Arkansas,5.2
2007,Dec,California,5.9
2007,Dec,Colorado,4
2007,Dec,Connecticut,4.4
2007,Dec,Delaware,3.4
2007,Dec,District of Columbia,5.5
2007,Dec,Florida,4.7
2007,Dec,Georgia,5
2007,Dec,Hawaii,2.9
2007,Dec,Idaho,3.7
2007,Dec,Illinois,5.4
2007,Dec,Indiana,4.7
2007,Dec,Iowa,3.8
2007,Dec,Kansas,4.1
2007,Dec,Kentucky,5.3
2007,Dec,Louisiana,4.1
2007,Dec,Maine,4.7
2007,Dec,Maryland,3.1
2007,Dec,Massachusetts,4.4
2007,Dec,Michigan,7.1
2007,Dec,Minnesota,4.8
2007,Dec,Mississippi,6.1
2007,Dec,Missouri,5.4
2007,Dec,Montana,4.2
2007,Dec,Nebraska,2.6
2007,Dec,Nevada,4.9
2007,Dec,New Hampshire,3.2
2007,Dec,New Jersey,4.3
2007,Dec,New Mexico,3.5
2007,Dec,New York,4.8
2007,Dec,North Carolina,4.9
2007,Dec,North Dakota,3.2
2007,Dec,Ohio,5.6
2007,Dec,Oklahoma,3.6
2007,Dec,Oregon,5.2
2007,Dec,Pennsylvania,4.4
2007,Dec,Rhode Island,5.6
2007,Dec,South Carolina,5.8
2007,Dec,South Dakota,2.7
2007,Dec,Tennessee,5.4
2007,Dec,Texas,4.2
2007,Dec,Utah,2.6
2007,Dec,Vermont,3.9
2007,Dec,Virginia,3.3
2007,Dec,Washington,4.8
2007,Dec,West Virginia,4.3
2007,Dec,Wisconsin,4.5
2007,Dec,Wyoming,2.5
2007,Sep,Alabama,4
2007,Sep,Alaska,5.6
2007,Sep,Arizona,4
2007,Sep,Arkansas,5.1
2007,Sep,California,5.3
2007,Sep,Colorado,3.5
2007,Sep,Connecticut,4.4
2007,Sep,Delaware,3.2
2007,Sep,District of Columbia,5.7
2007,Sep,Florida,4.5
2007,Sep,Georgia,4.7
2007,Sep,Hawaii,3.1
2007,Sep,Idaho,2.4
2007,Sep,Illinois,4.9
2007,Sep,Indiana,4.2
2007,Sep,Iowa,3.4
2007,Sep,Kansas,4.2
2007,Sep,Kentucky,5
2007,Sep,Louisiana,4.1
2007,Sep,Maine,4.2
2007,Sep,Maryland,3.3
2007,Sep,Massachusetts,4.5
2007,Sep,Michigan,6.8
2007,Sep,Minnesota,4.4
2007,Sep,Mississippi,5.9
2007,Sep,Missouri,5.2
2007,Sep,Montana,3.3
2007,Sep,Nebraska,2.8
2007,Sep,Nevada,4.6
2007,Sep,New Hampshire,3.1
2007,Sep,New Jersey,4.1
2007,Sep,New Mexico,3.6
2007,Sep,New York,4.5
2007,Sep,North Carolina,4.5
2007,Sep,North Dakota,2.5
2007,Sep,Ohio,5.4
2007,Sep,Oklahoma,3.9
2007,Sep,Oregon,4.6
2007,Sep,Pennsylvania,4.1
2007,Sep,Rhode Island,5
2007,Sep,South Carolina,5.6
2007,Sep,South Dakota,2.5
2007,Sep,Tennessee,4.8
2007,Sep,Texas,4.3
2007,Sep,Utah,2.5
2007,Sep,Vermont,3.8
2007,Sep,Virginia,3
2007,Sep,Washington,4.3
2007,Sep,West Virginia,4.2
2007,Sep,Wisconsin,4.3
2007,Sep,Wyoming,2.4
2008,Jan,Alabama,4.8
2008,Jan,Alaska,7.4
2008,Jan,Arizona,4.7
2008,Jan,Arkansas,5.7
2008,Jan,California,6.4
2008,Jan,Colorado,4.6
2008,Jan,Connecticut,5.4
2008,Jan,Delaware,4.4
2008,Jan,District of Columbia,6.1
2008,Jan,Florida,5
2008,Jan,Georgia,5.3
2008,Jan,Hawaii,3.2
2008,Jan,Idaho,4.1
2008,Jan,Illinois,6
2008,Jan,Indiana,5.3
2008,Jan,Iowa,4.5
2008,Jan,Kansas,4.6
2008,Jan,Kentucky,5.9
2008,Jan,Louisiana,4.8
2008,Jan,Maine,5.7
2008,Jan,Maryland,3.6
2008,Jan,Massachusetts,5.4
2008,Jan,Michigan,7.7
2008,Jan,Minnesota,5.5
2008,Jan,Mississippi,6.5
2008,Jan,Missouri,5.8
2008,Jan,Montana,5.2
2008,Jan,Nebraska,3.5
2008,Jan,Nevada,5.6
2008,Jan,New Hampshire,4.1
2008,Jan,New Jersey,5.1
2008,Jan,New Mexico,4.1
2008,Jan,New York,5.5
2008,Jan,North Carolina,5.3
2008,Jan,North Dakota,3.8
2008,Jan,Ohio,6.2
2008,Jan,Oklahoma,3.8
2008,Jan,Oregon,6
2008,Jan,Pennsylvania,5.4
2008,Jan,Rhode Island,7.2
2008,Jan,South Carolina,6
2008,Jan,South Dakota,3.1
2008,Jan,Tennessee,5.9
2008,Jan,Texas,4.6
2008,Jan,Utah,3.3
2008,Jan,Vermont,5
2008,Jan,Virginia,3.7
2008,Jan,Washington,5.3
2008,Jan,West Virginia,5.1
2008,Jan,Wisconsin,5.2
2008,Jan,Wyoming,3.7
2008,Feb,Alabama,4.9
2008,Feb,Alaska,7.6
2008,Feb,Arizona,4.5
2008,Feb,Arkansas,5.4
2008,Feb,California,6.3
2008,Feb,Colorado,4.6
2008,Feb,Connecticut,5.4
2008,Feb,Delaware,4.4
2008,Feb,District of Columbia,5.9
2008,Feb,Florida,4.8
2008,Feb,Georgia,5.3
2008,Feb,Hawaii,3.1
2008,Feb,Idaho,4
2008,Feb,Illinois,5.9
2008,Feb,Indiana,5.3
2008,Feb,Iowa,4.4
2008,Feb,Kansas,4.4
2008,Feb,Kentucky,6.2
2008,Feb,Louisiana,3.9
2008,Feb,Maine,5.8
2008,Feb,Maryland,3.5
2008,Feb,Massachusetts,5.2
2008,Feb,Michigan,7.4
2008,Feb,Minnesota,5.3
2008,Feb,Mississippi,5.9
2008,Feb,Missouri,5.8
2008,Feb,Montana,5.3
2008,Feb,Nebraska,3.4
2008,Feb,Nevada,5.6
2008,Feb,New Hampshire,4.2
2008,Feb,New Jersey,5.1
2008,Feb,New Mexico,3.9
2008,Feb,New York,5.4
2008,Feb,North Carolina,5.3
2008,Feb,North Dakota,3.7
2008,Feb,Ohio,5.9
2008,Feb,Oklahoma,3.5
2008,Feb,Oregon,6.1
2008,Feb,Pennsylvania,5.3
2008,Feb,Rhode Island,7.2
2008,Feb,South Carolina,5.7
2008,Feb,South Dakota,3.1
2008,Feb,Tennessee,5.8
2008,Feb,Texas,4.3
2008,Feb,Utah,3.5
2008,Feb,Vermont,4.9
2008,Feb,Virginia,3.6
2008,Feb,Washington,5.5
2008,Feb,West Virginia,5.4
2008,Feb,Wisconsin,5.5
2008,Feb,Wyoming,3.4
2008,Mar,Alabama,4.7
2008,Mar,Alaska,7.3
2008,Mar,Arizona,4.7
2008,Mar,Arkansas,5
2008,Mar,California,6.6
2008,Mar,Colorado,4.6
2008,Mar,Connecticut,5.3
2008,Mar,Delaware,4.2
2008,Mar,District of Columbia,5.8
2008,Mar,Florida,5
2008,Mar,Georgia,5.2
2008,Mar,Hawaii,3.2
2008,Mar,Idaho,3.9
2008,Mar,Illinois,5.7
2008,Mar,Indiana,5.4
2008,Mar,Iowa,4.2
2008,Mar,Kansas,4.4
2008,Mar,Kentucky,6.1
2008,Mar,Louisiana,4.2
2008,Mar,Maine,5.7
2008,Mar,Maryland,3.4
2008,Mar,Massachusetts,5
2008,Mar,Michigan,7.6
2008,Mar,Minnesota,5.5
2008,Mar,Mississippi,5.8
2008,Mar,Missouri,5.8
2008,Mar,Montana,5.3
2008,Mar,Nebraska,3.3
2008,Mar,Nevada,5.6
2008,Mar,New Hampshire,4.2
2008,Mar,New Jersey,5
2008,Mar,New Mexico,4
2008,Mar,New York,5.2
2008,Mar,North Carolina,5.2
2008,Mar,North Dakota,3.7
2008,Mar,Ohio,6
2008,Mar,Oklahoma,3.3
2008,Mar,Oregon,6
2008,Mar,Pennsylvania,5.1
2008,Mar,Rhode Island,7.2
2008,Mar,South Carolina,5.4
2008,Mar,South Dakota,3.1
2008,Mar,Tennessee,5.9
2008,Mar,Texas,4.2
2008,Mar,Utah,3.4
2008,Mar,Vermont,5.1
2008,Mar,Virginia,3.6
2008,Mar,Washington,5.2
2008,Mar,West Virginia,5
2008,Mar,Wisconsin,5.2
2008,Mar,Wyoming,3.4
2008,Apr,Alabama,4
2008,Apr,Alaska,6.9
2008,Apr,Arizona,4.7
2008,Apr,Arkansas,4.7
2008,Apr,California,6.1
2008,Apr,Colorado,4.2
2008,Apr,Connecticut,4.8
2008,Apr,Delaware,4
2008,Apr,District of Columbia,5.2
2008,Apr,Florida,4.8
2008,Apr,Georgia,5
2008,Apr,Hawaii,3.5
2008,Apr,Idaho,5.1
2008,Apr,Illinois,5.2
2008,Apr,Indiana,4.6
2008,Apr,Iowa,3.8
2008,Apr,Kansas,3.8
2008,Apr,Kentucky,5.4
2008,Apr,Louisiana,3.6
2008,Apr,Maine,5.3
2008,Apr,Maryland,3.2
2008,Apr,Massachusetts,4.6
2008,Apr,Michigan,6.7
2008,Apr,Minnesota,5
2008,Apr,Mississippi,5.1
2008,Apr,Missouri,4.7
2008,Apr,Montana,4.7
2008,Apr,Nebraska,3
2008,Apr,Nevada,5.8
2008,Apr,New Hampshire,3.7
2008,Apr,New Jersey,4.5
2008,Apr,New Mexico,3.7
2008,Apr,New York,4.6
2008,Apr,North Carolina,4.9
2008,Apr,North Dakota,3.1
2008,Apr,Ohio,5.3
2008,Apr,Oklahoma,2.9
2008,Apr,Oregon,5.5
2008,Apr,Pennsylvania,4.4
2008,Apr,Rhode Island,6.9
2008,Apr,South Carolina,5.2
2008,Apr,South Dakota,2.8
2008,Apr,Tennessee,5.3
2008,Apr,Texas,3.9
2008,Apr,Utah,3
2008,Apr,Vermont,5
2008,Apr,Virginia,3.2
2008,Apr,Washington,4.7
2008,Apr,West Virginia,4.4
2008,Apr,Wisconsin,4.5
2008,Apr,Wyoming,3
2008,May,Alabama,4.9
2008,May,Alaska,6.6
2008,May,Arizona,5.4
2008,May,Arkansas,5.1
2008,May,California,6.4
2008,May,Colorado,4.3
2008,May,Connecticut,5.3
2008,May,Delaware,4
2008,May,District of Columbia,5.8
2008,May,Florida,5.5
2008,May,Georgia,5.6
2008,May,Hawaii,3.7
2008,May,Idaho,4.7
2008,May,Illinois,6
2008,May,Indiana,5.2
2008,May,Iowa,3.6
2008,May,Kansas,4.3
2008,May,Kentucky,5.9
2008,May,Louisiana,4.3
2008,May,Maine,5.1
2008,May,Maryland,3.8
2008,May,Massachusetts,5
2008,May,Michigan,7.8
2008,May,Minnesota,4.9
2008,May,Mississippi,6.5
2008,May,Missouri,5.6
2008,May,Montana,4.3
2008,May,Nebraska,3.1
2008,May,Nevada,5.8
2008,May,New Hampshire,3.5
2008,May,New Jersey,4.9
2008,May,New Mexico,3.9
2008,May,New York,4.9
2008,May,North Carolina,5.5
2008,May,North Dakota,2.7
2008,May,Ohio,5.9
2008,May,Oklahoma,3.5
2008,May,Oregon,5.3
2008,May,Pennsylvania,4.9
2008,May,Rhode Island,7.1
2008,May,South Carolina,5.8
2008,May,South Dakota,2.7
2008,May,Tennessee,6.1
2008,May,Texas,4.4
2008,May,Utah,3.1
2008,May,Vermont,4.2
2008,May,Virginia,3.7
2008,May,Washington,5
2008,May,West Virginia,4.3
2008,May,Wisconsin,4.3
2008,May,Wyoming,2.7
2008,Jun,Alabama,5.9
2008,Jun,Alaska,6.7
2008,Jun,Arizona,6.1
2008,Jun,Arkansas,5.4
2008,Jun,California,7
2008,Jun,Colorado,4.9
2008,Jun,Connecticut,5.6
2008,Jun,Delaware,4.8
2008,Jun,District of Columbia,6.5
2008,Jun,Florida,6.2
2008,Jun,Georgia,6.1
2008,Jun,Hawaii,4.7
2008,Jun,Idaho,5
2008,Jun,Illinois,6.7
2008,Jun,Indiana,5.7
2008,Jun,Iowa,4
2008,Jun,Kansas,4.6
2008,Jun,Kentucky,6.5
2008,Jun,Louisiana,5.4
2008,Jun,Maine,5
2008,Jun,Maryland,4.3
2008,Jun,Massachusetts,5.6
2008,Jun,Michigan,8.1
2008,Jun,Minnesota,5.4
2008,Jun,Mississippi,7.1
2008,Jun,Missouri,5.9
2008,Jun,Montana,5
2008,Jun,Nebraska,3.5
2008,Jun,Nevada,6.4
2008,Jun,New Hampshire,3.6
2008,Jun,New Jersey,5.1
2008,Jun,New Mexico,4.9
2008,Jun,New York,5.1
2008,Jun,North Carolina,5.9
2008,Jun,North Dakota,3.4
2008,Jun,Ohio,6.5
2008,Jun,Oklahoma,4
2008,Jun,Oregon,5.9
2008,Jun,Pennsylvania,5.3
2008,Jun,Rhode Island,7.3
2008,Jun,South Carolina,6.6
2008,Jun,South Dakota,2.8
2008,Jun,Tennessee,6.8
2008,Jun,Texas,5
2008,Jun,Utah,3.7
2008,Jun,Vermont,4.5
2008,Jun,Virginia,4
2008,Jun,Washington,5.2
2008,Jun,West Virginia,4.3
2008,Jun,Wisconsin,4.8
2008,Jun,Wyoming,3
2008,Jul,Alabama,6
2008,Jul,Alaska,6
2008,Jul,Arizona,6.6
2008,Jul,Arkansas,5.6
2008,Jul,California,7.6
2008,Jul,Colorado,5
2008,Jul,Connecticut,6
2008,Jul,Delaware,4.9
2008,Jul,District of Columbia,6.6
2008,Jul,Florida,6.8
2008,Jul,Georgia,6.5
2008,Jul,Hawaii,4.4
2008,Jul,Idaho,5
2008,Jul,Illinois,6.6
2008,Jul,Indiana,6.1
2008,Jul,Iowa,4
2008,Jul,Kansas,4.9
2008,Jul,Kentucky,6.5
2008,Jul,Louisiana,5.2
2008,Jul,Maine,5.1
2008,Jul,Maryland,4.4
2008,Jul,Massachusetts,5.7
2008,Jul,Michigan,8.9
2008,Jul,Minnesota,5.4
2008,Jul,Mississippi,7.5
2008,Jul,Missouri,6.5
2008,Jul,Montana,4.6
2008,Jul,Nebraska,3.5
2008,Jul,Nevada,6.7
2008,Jul,New Hampshire,3.6
2008,Jul,New Jersey,5.6
2008,Jul,New Mexico,4.9
2008,Jul,New York,5.4
2008,Jul,North Carolina,6.3
2008,Jul,North Dakota,3.1
2008,Jul,Ohio,7
2008,Jul,Oklahoma,3.7
2008,Jul,Oregon,6.3
2008,Jul,Pennsylvania,5.5
2008,Jul,Rhode Island,8.1
2008,Jul,South Carolina,6.9
2008,Jul,South Dakota,2.8
2008,Jul,Tennessee,7
2008,Jul,Texas,5.2
2008,Jul,Utah,3.7
2008,Jul,Vermont,4.4
2008,Jul,Virginia,4.1
2008,Jul,Washington,5.2
2008,Jul,West Virginia,3.9
2008,Jul,Wisconsin,4.7
2008,Jul,Wyoming,2.7
2008,Aug,Alabama,6.2
2008,Aug,Alaska,5.8
2008,Aug,Arizona,7.2
2008,Aug,Arkansas,5.4
2008,Aug,California,7.8
2008,Aug,Colorado,4.9
2008,Aug,Connecticut,6.2
2008,Aug,Delaware,5.2
2008,Aug,District of Columbia,6.5
2008,Aug,Florida,7.2
2008,Aug,Georgia,6.6
2008,Aug,Hawaii,4.5
2008,Aug,Idaho,5.2
2008,Aug,Illinois,6.7
2008,Aug,Indiana,6.2
2008,Aug,Iowa,4.2
2008,Aug,Kansas,5
2008,Aug,Kentucky,6.6
2008,Aug,Louisiana,5.5
2008,Aug,Maine,4.8
2008,Aug,Maryland,4.6
2008,Aug,Massachusetts,5.6
2008,Aug,Michigan,8.3
2008,Aug,Minnesota,5.4
2008,Aug,Mississippi,6.7
2008,Aug,Missouri,6.8
2008,Aug,Montana,4.7
2008,Aug,Nebraska,3.2
2008,Aug,Nevada,7
2008,Aug,New Hampshire,3.7
2008,Aug,New Jersey,5.4
2008,Aug,New Mexico,4.7
2008,Aug,New York,5.5
2008,Aug,North Carolina,6.3
2008,Aug,North Dakota,3
2008,Aug,Ohio,6.8
2008,Aug,Oklahoma,3.8
2008,Aug,Oregon,6.5
2008,Aug,Pennsylvania,5.6
2008,Aug,Rhode Island,8.2
2008,Aug,South Carolina,7.5
2008,Aug,South Dakota,3
2008,Aug,Tennessee,7
2008,Aug,Texas,5.2
2008,Aug,Utah,3.8
2008,Aug,Vermont,4.3
2008,Aug,Virginia,4.2
2008,Aug,Washington,5.4
2008,Aug,West Virginia,3.9
2008,Aug,Wisconsin,4.7
2008,Aug,Wyoming,2.6
2008,Oct,Alabama,6.3
2008,Oct,Alaska,6.3
2008,Oct,Arizona,7.2
2008,Oct,Arkansas,5.4
2008,Oct,California,8
2008,Oct,Colorado,5
2008,Oct,Connecticut,6
2008,Oct,Delaware,5.8
2008,Oct,District of Columbia,7.1
2008,Oct,Florida,7.3
2008,Oct,Georgia,7.2
2008,Oct,Hawaii,5.1
2008,Oct,Idaho,5.4
2008,Oct,Illinois,6.4
2008,Oct,Indiana,6.2
2008,Oct,Iowa,4
2008,Oct,Kansas,4.7
2008,Oct,Kentucky,6.5
2008,Oct,Louisiana,5.4
2008,Oct,Maine,5.4
2008,Oct,Maryland,4.8
2008,Oct,Massachusetts,5.7
2008,Oct,Michigan,8
2008,Oct,Minnesota,5.2
2008,Oct,Mississippi,6.8
2008,Oct,Missouri,6.3
2008,Oct,Montana,5.1
2008,Oct,Nebraska,3.3
2008,Oct,Nevada,7.6
2008,Oct,New Hampshire,3.5
2008,Oct,New Jersey,5.5
2008,Oct,New Mexico,4.6
2008,Oct,New York,5.6
2008,Oct,North Carolina,6
2008,Oct,North Dakota,2.5
2008,Oct,Ohio,6.5
2008,Oct,Oklahoma,4
2008,Oct,Oregon,7.2
2008,Oct,Pennsylvania,5.3
2008,Oct,Rhode Island,8.2
2008,Oct,South Carolina,7.8
2008,Oct,South Dakota,3
2008,Oct,Tennessee,6.9
2008,Oct,Texas,5.1
2008,Oct,Utah,3.5
